metric_id,issue_type,description,code_snippet,recommendation,response_id,dashboard_id
revenue_gross_vic_ka_a2,Hardcoded Logic,"This metric, like others, hardcodes a specific `PortfolioChildGroup`. Given the `structure_sql` shows 126 unique `PortfolioChildGroup` values, creating a separate metric for each specific group is highly inefficient and leads to significant code duplication.",t0.PortfolioChildGroup IN ('VIC KA A2'),"Centralize the definition of 'PortfolioChildGroup' filters. Consider using Looker Studio parameters to allow dynamic selection of child groups, or create a more generalized metric that can be filtered by a dimension, rather than hardcoding each specific group into a new metric.",41,6f1c8731-02da-464f-b146-bf2947860735
unique_dsps_fy2025_q4_vic_nsw_amazon_may_2025_non_open_auction,Anti-Pattern / Hardcoded Logic,"The `sql_logic` for this metric (and its revenue counterpart) contains an extremely complex and hardcoded `CASE` statement to map `FinancialMonthNumber` to calendar months for date filtering. This logic is brittle, difficult to read, and hardcodes a specific date (`2025-05-01`), preventing dynamic date range selection by users. This indicates a lack of a proper date dimension table or a standardized date handling function.","SAFE_CAST(DATETIME_TRUNC(SAFE_CAST(DATE(t0.FinancialYear, (CASE WHEN (t0.FinancialMonthNumber = 1) THEN 7 WHEN (t0.FinancialMonthNumber = 2) THEN 8 WHEN (t0.FinancialMonthNumber = 3) THEN 9 WHEN (t0.FinancialMonthNumber = 4) THEN 10 WHEN (t0.FinancialMonthNumber = 5) THEN 11 WHEN (t0.FinancialMonthNumber = 6) THEN 12 WHEN (t0.FinancialMonthNumber = 7) THEN 1 WHEN (t0.FinancialMonthNumber = 8) THEN 2 WHEN (t0.FinancialMonthNumber = 9) THEN 3 WHEN (t0.FinancialMonthNumber = 10) THEN 4 WHEN (t0.FinancialMonthNumber = 11) THEN 5 WHEN (t0.FinancialMonthNumber = 12) THEN 6 ELSE NULL END), 1) AS DATETIME), MONTH) AS DATE) IN (DATE '2025-05-01')","Create a dedicated date dimension table that includes pre-calculated mappings for financial year, quarter, and month to calendar dates. Alternatively, define a standard User-Defined Function (UDF) or a view to handle financial date conversions consistently, allowing for simpler and more flexible date filtering using Looker Studio's native date range controls and parameters.",41,6f1c8731-02da-464f-b146-bf2947860735
revenue_gross_fy2025_q4_vic_nsw_amazon_may_2025_non_open_auction,Anti-Pattern / Duplication,"The entire `WHERE` clause (filtering logic) is almost entirely duplicated between this metric and 'Unique DSPs (FY2025 Q4, VIC/NSW, Amazon, May 2025, Non-Open Auction)'. This leads to redundant code, increased query complexity, and significantly higher effort for maintenance or modification of the filtering criteria. Any change to the filtering logic would need to be applied in two places.","WHERE CONCAT('FY',SAFE_CAST(t0.FinancialYear AS STRING),' - ',SAFE_CAST(t0.FinancialQuarter AS STRING)) IN ('FY2025 - Q4') AND t0.PortfolioChildGroup IN ('VIC KA C1', 'NSW CON A2', 'NSW CON A1') AND (t0.TransactionType NOT IN ('Open Auction') OR t0.TransactionType IS NULL) AND t0.Advertiser IN ('Amazon.com *') AND SAFE_CAST(DATETIME_TRUNC(SAFE_CAST(DATE(t0.FinancialYear, (CASE WHEN (t0.FinancialMonthNumber = 1) THEN 7 WHEN (t0.FinancialMonthNumber = 2) THEN 8 WHEN (t0.FinancialMonthNumber = 3) THEN 9 WHEN (t0.FinancialMonthNumber = 4) THEN 10 WHEN (t0.FinancialMonthNumber = 5) THEN 11 WHEN (t0.FinancialMonthNumber = 6) THEN 12 WHEN (t0.FinancialMonthNumber = 7) THEN 1 WHEN (t0.FinancialMonthNumber = 8) THEN 2 WHEN (t0.FinancialMonthNumber = 9) THEN 3 WHEN (t0.FinancialMonthNumber = 10) THEN 4 WHEN (t0.FinancialMonthNumber = 11) THEN 5 WHEN (t0.FinancialMonthNumber = 12) THEN 6 ELSE NULL END), 1) AS DATETIME), MONTH) AS DATE) IN (DATE '2025-05-01')","Consolidate the common filtering logic into a shared view or a more generalized metric definition that accepts parameters for the specific aggregation (SUM vs. COUNT DISTINCT). This would adhere to the DRY (Don't Repeat Yourself) principle, making the dashboard more maintainable and scalable.",41,6f1c8731-02da-464f-b146-bf2947860735
total_gross_revenue_amount,Data Mismatch / Anti-Pattern,"The `total_gross_revenue_amount` metric's SQL logic includes a redundant `LIMIT 1` for a scalar aggregate. More critically, the `primary_analysis_sql` sample data shows `total_gross_revenue` as `0.0` or `null` for some rows, which directly conflicts with the `validation_sql` reporting a 'PASS' for `gross_revenue_check`. This indicates a potential issue with data availability, filtering, or a misleading validation check.","SELECT SUM(gross_revenue_amount) AS total_gross_revenue FROM `ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client` WHERE relative_fy_year_offset IN (-1, 0, 1) LIMIT 1",Investigate the discrepancy between the `primary_analysis_sql` sample data and the `validation_sql` result for gross revenue. Verify the actual aggregated value by running the SQL directly. Remove the redundant `LIMIT 1` as it serves no functional purpose for a scalar `SUM`.,42,e83da1de-4227-43e6-bcc6-73051c66914b
total_net_revenue_amount,Data Mismatch / Data Quality,"The `total_net_revenue_amount` metric, a high-criticality KPI, consistently appears as `null` in the `primary_analysis_sql` sample data. This suggests either a data quality issue in the source `net_revenue` column (e.g., all values are null for the sampled period) or an issue with the query's ability to retrieve valid data for this metric.","SELECT SUM(net_revenue) AS total_net_revenue FROM `ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client` WHERE relative_fy_year_offset IN (-1, 0, 1) LIMIT 1",Investigate the underlying `net_revenue` column in `v_adsales_revenue_client` for null values or data type issues. Confirm that the `SUM` aggregation is expected to yield a non-null result for the specified filter range. Remove the redundant `LIMIT 1`.,42,e83da1de-4227-43e6-bcc6-73051c66914b
ad_type_classification_dimension,Hardcoded Logic / Anti-Pattern,"The `ad_type_classification` metric uses a hardcoded `CASE` statement with `REGEXP_CONTAINS` for classifying ad types ('Sponsorship', 'Production', 'Media'). This approach is brittle, difficult to maintain, and prone to errors if `adsize_name` values change or new types emerge. The sample data from `primary_analysis_sql` and `business_rules_sql` only shows 'Media' and 'Production', with 'Sponsorship' not observed, which could indicate a data gap or a regex issue.","CASE WHEN (SAFE.REGEXP_CONTAINS(LOWER(SAFE_CAST(adsize_name AS STRING)), '^(.*event sponsorship.*)$')) THEN 'Sponsorship' WHEN (SAFE.REGEXP_CONTAINS(LOWER(SAFE_CAST(adsize_name AS STRING)), '^(.*production.*)$')) THEN 'Production' ELSE 'Media' END AS ad_type","Replace the hardcoded `CASE` statement with a join to a governed lookup table for `ad_type_classification`. This will centralize classification logic, improve maintainability, and ensure data consistency. Investigate if 'Sponsorship' data is expected and if the regex accurately captures all relevant `adsize_name` values.",42,e83da1de-4227-43e6-bcc6-73051c66914b
gross_revenue_by_ad_type,Hardcoded Logic / Anti-Pattern,"Similar to `ad_type_classification_dimension`, this metric also embeds the same hardcoded `CASE` statement for `ad_type` classification. This duplicates logic and reinforces the maintainability issue, making updates more complex and error-prone.","CASE WHEN (SAFE.REGEXP_CONTAINS(LOWER(SAFE_CAST(adsize_name AS STRING)), '^(.*event sponsorship.*)$')) THEN 'Sponsorship' WHEN (SAFE.REGEXP_CONTAINS(LOWER(SAFE_CAST(adsize_name AS STRING)), '^(.*production.*)$')) THEN 'Production' ELSE 'Media' END AS ad_type","Refactor the `ad_type_classification` into a shared, governed dimension or a view that can be reused across all metrics requiring this classification. This will ensure consistency and simplify updates.",42,e83da1de-4227-43e6-bcc6-73051c66914b
All metrics,Anti-Pattern,"All seven metrics (e.g., 'Spend - Rolling 12 Months (Digital)', 'Spend - Current Period') contain identical, complex, and deeply nested CTEs (`adex_data`, `adex_date_fact`, `adex_full_date`) for preparing the base `adex_datasource`. This massive duplication of logic across every metric is a severe anti-pattern, making the dashboard highly inefficient to maintain, prone to errors if logic needs to change, and potentially impacting query performance due to repeated subquery execution.","WITH
  adex_data AS (
    SELECT
      *
    FROM
      `ncau-data-newsquery-prd`.sbx_dcp.adex_datasource
  ),
  adex_date_fact AS (
    SELECT
      Media_Type,
      portfolio_parent_group_name,
      date,
      DATE_ADD(date, INTERVAL 1 MONTH) AS next_mth,
      DATE_ADD(date, INTERVAL 12 MONTH) AS next_yr
    FROM
      (
        SELECT DISTINCT
          Media_Type,
          portfolio_parent_group_name
        FROM
          adex_data
      )
      CROSS JOIN
      UNNEST(GENERATE_DATE_ARRAY((
          SELECT
            MIN(date)
          FROM
            adex_data
        ), ((
          SELECT
            MAX(date)
          FROM
            adex_data
        )), INTERVAL 1 MONTH)) AS date
  ),
  adex_full_date AS (
    SELECT
      adf.*,
      financial_year,
      Major_Category,
      Advertiser_Group___Advertiser,
      Advertiser,
      Media_Network,
      Media_Group,
      Ad_Type,
      Brand,
      Product,
      Category,
      Sub_Category,
      account_number,
      portfolio_group_name,
      portfolio_conformed_name,
      Spend,
      sales_segment_gm_name
    FROM
      adex_date_fact AS adf
      LEFT JOIN
      adex_data
      ON adf.date = adex_data.date AND adf.Media_Type = adex_data.Media_Type AND adf.portfolio_parent_group_name =
        adex_data.portfolio_parent_group_name
  )","Refactor the common data preparation logic into a single, governed BigQuery view (e.g., `adex_base_view` or `adex_full_date_view`). All metrics should then query this consolidated view, drastically simplifying their SQL, improving maintainability, and potentially leveraging BigQuery's query caching more effectively.",43,e9d8a216-4950-4d30-b344-5011776edbdf
"spend_rolling_12_months_digital, spend_news_corp_current_period, spend_news_corp_comparison_period, spend_retail_comparison_period",Hardcoded Logic,"Multiple metrics hardcode specific dimension values ('Digital' for `Media_Group`, 'NEWS CORP' for `Media_Network`, 'Retail' for `Major_Category`) directly in their WHERE clauses. The `structure_sql` reveals 12 unique `Media_Types`, 17 `Media_Networks`, and 41 `Major_Categories`. This hardcoding prevents reusability and leads to metric sprawl, requiring a new metric for each specific dimension value or combination needed on the dashboard.","AND t0.Media_Group = 'Digital' (from spend_rolling_12_months_digital)
AND t0.Media_Network = 'NEWS CORP' (from spend_news_corp_current_period)
AND t0.Major_Category = 'Retail' (from spend_retail_comparison_period)","Leverage Looker Studio's filtering capabilities by exposing these dimensions as filters on the dashboard. Alternatively, create a more flexible base metric that allows dynamic filtering by these dimensions, or use parameters within the SQL if the dashboard design requires specific pre-filtered views. This would reduce the number of distinct metrics and improve dashboard flexibility.",43,e9d8a216-4950-4d30-b344-5011776edbdf
All metrics,Anti-Pattern,"All metric SQL queries include an unnecessary `LIMIT 100` clause. For aggregate metrics (e.g., total spend for a period), this limit is redundant as the `SUM` aggregation should result in a single row. For metrics grouped by a dimension (e.g., `spend_by_media_type`), it arbitrarily caps the number of results, potentially hiding valid data if there are more than 100 distinct groups. This practice can lead to incorrect data representation or incomplete insights.",LIMIT 100,"Remove `LIMIT 100` from all metric SQL queries. If a limit is required for visualization purposes (e.g., top N values), it should be applied at the Looker Studio chart configuration level, not within the underlying metric SQL.",43,e9d8a216-4950-4d30-b344-5011776edbdf
multiple_metrics,Anti-Pattern,"Multiple metrics (`total_budget_volume`, `budget_volume_past_weeks`, `volume_vs_budget_variance_past_weeks`, `total_volume`, `budget_amount_past_weeks`, `budget_amount_past_weeks_all_sales_channels`, `actual_amount_ytd`, `total_actual_amount`, `volume_forecast_by_month`, `volume_forecast_by_month_all_sales_channels`, `average_daily_budget_volume`, `average_daily_actual_volume`) repeat the exact same set of filtering conditions (`os_level_6`, `l04_publication_code`, `l06_publication_code`, `gl_hierarchy_code`). Embedding these common dashboard criteria directly into each metric's SQL increases redundancy, makes global filter changes difficult, and violates the DRY (Don't Repeat Yourself) principle.","WHERE upper(os_level_6) = 'CIRCULATION' AND l04_publication_code <> 'Free News & Lifestyle' AND l06_publication_code NOT IN ('Food', 'Prestige') AND gl_hierarchy_code = 'FY2025'","Encapsulate these common filters in a dedicated base view or a Looker Studio data source filter. Alternatively, if using a semantic layer, define these as core dimensions/filters that can be applied consistently across all relevant metrics without duplication.",44,6a26c78f-0070-4fb3-88b8-691ee4a4485a
