metric_id,metric_name,metric_type,calculation_type,data_type,aggregation_level,is_final_output,is_kpi,business_criticality,depends_on_metrics,business_description,sql_logic,data_sources,filters_applied,expected_data_type,business_context,metric_category,update_frequency,seasonality_impact,hardcoded_dates_in_metric,hardcoded_values_in_metric,governance_issues,data_quality_concerns,response_id,dashboard_id,dashboard_name,depends_on_metrics_count,depends_on_metrics_text,data_sources_count,data_sources_text,filters_applied_count,filters_applied_text,hardcoded_dates_in_metric_count,hardcoded_values_in_metric_count,governance_issues_count,governance_issues_text,data_quality_concerns_count,data_quality_concerns_text
current_fy_tubi_performance_programmatic_revenue_total,Current FY Tubi/Performance/Programmatic Revenue Total,measure,sum,numeric,monthly,True,True,high,"['gross_revenue_amount', 'is_current_fy', 'tubi_performance_or_programmatic_revenue_base']","Total revenue for 'TUBI', 'PERFORMANCE' (Run of Audience Extension), or 'PROGRAMMATIC SOURCE' categories within the current financial year.",SUM(CASE WHEN is_current_fy THEN tubi_performance_or_programmatic_revenue_base ELSE NULL END),['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard'],"['relative_fy_year_offset = 0', ""revenue_category IN ('TUBI', 'PERFORMANCE') OR revenue_group_subtype = 'PROGRAMMATIC SOURCE'""]",decimal,Overall revenue performance for key programmatic and Tubi segments in the current fiscal year.,revenue,daily,high,[],"[""'TUBI'"", ""'PERFORMANCE'"", ""'PROGRAMMATIC SOURCE'""]",['Hardcoded category values.'],[],31,5491badf-5ec0-4b4f-a427-b12a3a3395dd,Programmatic / Tubi Performance FY25,3,"gross_revenue_amount, is_current_fy, tubi_performance_or_programmatic_revenue_base",1,ncau-data-newsquery-prd.asl_finance_derived.details_dashboard,2,"relative_fy_year_offset = 0, revenue_category IN ('TUBI', 'PERFORMANCE') OR revenue_group_subtype = 'PROGRAMMATIC SOURCE'",0,3,1,Hardcoded category values.,0,
current_fy_past_dashboard_date_tubi_performance_programmatic_revenue_total,Current FY Past Dashboard Date Tubi/Performance/Programmatic Revenue Total,measure,sum,numeric,monthly,True,True,high,"['gross_revenue_amount', 'is_current_fy', 'is_reporting_date_before_dashboard_date', 'tubi_performance_or_programmatic_revenue_base']","Total revenue for 'TUBI', 'PERFORMANCE', or 'PROGRAMMATIC SOURCE' categories within the current financial year, specifically for reporting dates before the dashboard's snapshot date.",SUM(CASE WHEN is_current_fy AND is_reporting_date_before_dashboard_date THEN tubi_performance_or_programmatic_revenue_base ELSE NULL END),['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard'],"['relative_fy_year_offset = 0', ""reporting_date < '2025-06-18'"", ""revenue_category IN ('TUBI', 'PERFORMANCE') OR revenue_group_subtype = 'PROGRAMMATIC SOURCE'""]",decimal,Measures historical revenue for key programmatic and Tubi segments up to a specific point in time within the current fiscal year.,revenue,daily,high,['18/06/2025'],"[""'TUBI'"", ""'PERFORMANCE'"", ""'PROGRAMMATIC SOURCE'""]",['Hardcoded date and category values.'],[],31,5491badf-5ec0-4b4f-a427-b12a3a3395dd,Programmatic / Tubi Performance FY25,4,"gross_revenue_amount, is_current_fy, is_reporting_date_before_dashboard_date, tubi_performance_or_programmatic_revenue_base",1,ncau-data-newsquery-prd.asl_finance_derived.details_dashboard,3,"relative_fy_year_offset = 0, reporting_date < '2025-06-18', revenue_category IN ('TUBI', 'PERFORMANCE') OR revenue_group_subtype = 'PROGRAMMATIC SOURCE'",1,3,1,Hardcoded date and category values.,0,
non_guaranteed_past_dashboard_date_revenue_total,Non-Guaranteed Past Dashboard Date Revenue Total,measure,sum,numeric,monthly,True,True,high,"['gross_revenue_amount', 'cost_model_type', 'is_current_fy', 'is_reporting_date_before_dashboard_date', 'tubi_performance_or_programmatic_revenue_base']","Total revenue for Non-Guaranteed cost model type within the current financial year, specifically for reporting dates before the dashboard's snapshot date, considering Tubi/Performance/Programmatic Source revenue.",SUM(CASE WHEN cost_model_type = 'Non-Guaranteed' AND is_current_fy AND is_reporting_date_before_dashboard_date THEN tubi_performance_or_programmatic_revenue_base ELSE NULL END),['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard'],"['relative_fy_year_offset = 0', ""reporting_date < '2025-06-18'"", ""cost_model_type = 'Non-Guaranteed'""]",decimal,Measures historical Non-Guaranteed revenue up to a specific point in time within the current fiscal year.,revenue,daily,high,['18/06/2025'],"[""'Non-Guaranteed'""]",['Hardcoded date and cost model type.'],[],31,5491badf-5ec0-4b4f-a427-b12a3a3395dd,Programmatic / Tubi Performance FY25,5,"gross_revenue_amount, cost_model_type, is_current_fy, is_reporting_date_before_dashboard_date, tubi_performance_or_programmatic_revenue_base",1,ncau-data-newsquery-prd.asl_finance_derived.details_dashboard,3,"relative_fy_year_offset = 0, reporting_date < '2025-06-18', cost_model_type = 'Non-Guaranteed'",1,1,1,Hardcoded date and cost model type.,0,
tubi_current_fy_past_dashboard_date_revenue_total,Tubi Current FY Past Dashboard Date Revenue Total,measure,sum,numeric,monthly,True,True,high,"['gross_revenue_amount', 'is_tubi_publication', 'is_current_fy', 'is_reporting_date_before_dashboard_date']","Total revenue for 'TUBI' within the current financial year, specifically for reporting dates before the dashboard's snapshot date.",SUM(tubi_current_fy_past_dashboard_date_revenue_raw),['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard'],"['relative_fy_year_offset = 0', ""unified_publication_name = 'TUBI'"", ""reporting_date < '2025-06-18'""]",decimal,Measures historical Tubi revenue up to a specific point in time within the current fiscal year.,revenue,daily,high,['18/06/2025'],"[""'TUBI'""]",['Hardcoded date and publication name.'],[],31,5491badf-5ec0-4b4f-a427-b12a3a3395dd,Programmatic / Tubi Performance FY25,4,"gross_revenue_amount, is_tubi_publication, is_current_fy, is_reporting_date_before_dashboard_date",1,ncau-data-newsquery-prd.asl_finance_derived.details_dashboard,3,"relative_fy_year_offset = 0, unified_publication_name = 'TUBI', reporting_date < '2025-06-18'",1,1,1,Hardcoded date and publication name.,0,
guaranteed_past_dashboard_date_revenue_total,Guaranteed Past Dashboard Date Revenue Total,measure,sum,numeric,monthly,True,True,high,"['gross_revenue_amount', 'cost_model_type', 'is_current_fy', 'is_reporting_date_before_dashboard_date', 'tubi_performance_or_programmatic_revenue_base']","Total revenue for Guaranteed cost model type within the current financial year, specifically for reporting dates before the dashboard's snapshot date, considering Tubi/Performance/Programmatic Source revenue.",SUM(CASE WHEN cost_model_type = 'Guaranteed' AND is_current_fy AND is_reporting_date_before_dashboard_date THEN tubi_performance_or_programmatic_revenue_base ELSE NULL END),['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard'],"['relative_fy_year_offset = 0', ""reporting_date < '2025-06-18'"", ""cost_model_type = 'Guaranteed'""]",decimal,Measures historical Guaranteed revenue up to a specific point in time within the current fiscal year.,revenue,daily,high,['18/06/2025'],"[""'Guaranteed'""]",['Hardcoded date and cost model type.'],[],31,5491badf-5ec0-4b4f-a427-b12a3a3395dd,Programmatic / Tubi Performance FY25,5,"gross_revenue_amount, cost_model_type, is_current_fy, is_reporting_date_before_dashboard_date, tubi_performance_or_programmatic_revenue_base",1,ncau-data-newsquery-prd.asl_finance_derived.details_dashboard,3,"relative_fy_year_offset = 0, reporting_date < '2025-06-18', cost_model_type = 'Guaranteed'",1,1,1,Hardcoded date and cost model type.,0,
performance_current_fy_revenue_total,Performance Current FY Revenue Total,measure,sum,numeric,monthly,True,True,high,"['gross_revenue_amount', 'is_run_of_audience_extension', 'is_current_fy']",Total revenue for 'Run of Audience Extension' (Performance) within the current financial year.,SUM(performance_current_fy_revenue_raw),['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard'],"['relative_fy_year_offset = 0', ""unified_publication_name = 'Run of Audience Extension'""]",decimal,Key performance indicator for Performance revenue contribution in the current fiscal period.,revenue,daily,high,[],"[""'Run of Audience Extension'""]",['Hardcoded publication name.'],[],31,5491badf-5ec0-4b4f-a427-b12a3a3395dd,Programmatic / Tubi Performance FY25,3,"gross_revenue_amount, is_run_of_audience_extension, is_current_fy",1,ncau-data-newsquery-prd.asl_finance_derived.details_dashboard,2,"relative_fy_year_offset = 0, unified_publication_name = 'Run of Audience Extension'",0,1,1,Hardcoded publication name.,0,
guaranteed_current_fy_revenue_total,Guaranteed Current FY Revenue Total,measure,sum,numeric,monthly,True,True,high,"['gross_revenue_amount', 'cost_model_type', 'is_current_fy', 'tubi_performance_or_programmatic_revenue_base']","Total revenue for Guaranteed cost model type within the current financial year, considering Tubi/Performance/Programmatic Source revenue.",SUM(CASE WHEN cost_model_type = 'Guaranteed' AND is_current_fy THEN tubi_performance_or_programmatic_revenue_base ELSE NULL END),['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard'],"['relative_fy_year_offset = 0', ""cost_model_type = 'Guaranteed'""]",decimal,Key performance indicator for Guaranteed revenue contribution in the current fiscal period.,revenue,daily,high,[],"[""'Guaranteed'""]",['Hardcoded cost model type.'],[],31,5491badf-5ec0-4b4f-a427-b12a3a3395dd,Programmatic / Tubi Performance FY25,4,"gross_revenue_amount, cost_model_type, is_current_fy, tubi_performance_or_programmatic_revenue_base",1,ncau-data-newsquery-prd.asl_finance_derived.details_dashboard,2,"relative_fy_year_offset = 0, cost_model_type = 'Guaranteed'",0,1,1,Hardcoded cost model type.,0,
tubi_current_fy_revenue_total,Tubi Current FY Revenue Total,measure,sum,numeric,monthly,True,True,high,"['gross_revenue_amount', 'is_tubi_publication', 'is_current_fy']",Total revenue for 'TUBI' within the current financial year.,SUM(tubi_current_fy_revenue_raw),['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard'],"['relative_fy_year_offset = 0', ""unified_publication_name = 'TUBI'""]",decimal,Key performance indicator for Tubi revenue contribution in the current fiscal period.,revenue,daily,high,[],"[""'TUBI'""]",['Hardcoded publication name.'],[],31,5491badf-5ec0-4b4f-a427-b12a3a3395dd,Programmatic / Tubi Performance FY25,3,"gross_revenue_amount, is_tubi_publication, is_current_fy",1,ncau-data-newsquery-prd.asl_finance_derived.details_dashboard,2,"relative_fy_year_offset = 0, unified_publication_name = 'TUBI'",0,1,1,Hardcoded publication name.,0,
pmp_past_dashboard_date_revenue_total,PMP Past Dashboard Date Revenue Total,measure,sum,numeric,monthly,True,True,high,"['gross_revenue_amount', 'cost_model_type', 'is_current_fy', 'is_reporting_date_before_dashboard_date', 'tubi_performance_or_programmatic_revenue_base']","Total revenue for PMP cost model type within the current financial year, specifically for reporting dates before the dashboard's snapshot date, considering Tubi/Performance/Programmatic Source revenue.",SUM(CASE WHEN cost_model_type = 'PMP' AND is_current_fy AND is_reporting_date_before_dashboard_date THEN tubi_performance_or_programmatic_revenue_base ELSE NULL END),['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard'],"['relative_fy_year_offset = 0', ""reporting_date < '2025-06-18'"", ""cost_model_type = 'PMP'""]",decimal,Measures historical PMP revenue up to a specific point in time within the current fiscal year.,revenue,daily,high,['18/06/2025'],"[""'PMP'""]",['Hardcoded date and cost model type.'],[],31,5491badf-5ec0-4b4f-a427-b12a3a3395dd,Programmatic / Tubi Performance FY25,5,"gross_revenue_amount, cost_model_type, is_current_fy, is_reporting_date_before_dashboard_date, tubi_performance_or_programmatic_revenue_base",1,ncau-data-newsquery-prd.asl_finance_derived.details_dashboard,3,"relative_fy_year_offset = 0, reporting_date < '2025-06-18', cost_model_type = 'PMP'",1,1,1,Hardcoded date and cost model type.,0,
portfolio_conformed_name_sync,Portfolio Conformed Name Sync,dimension,direct_mapping,string,custom,False,False,medium,[],"A conformed name for the portfolio, specifically filtered for 'TUBI' publication.",t0.portfolio_conformed_name_sync,['ncau-data-newsquery-prd.asl_finance_derived.details_dashboard'],"[""unified_publication_name = 'TUBI'""]",string,"Used for filtering or grouping specific to the 'TUBI' publication, likely for a dropdown or filter in the dashboard.",other,daily,none,[],"[""'TUBI'""]",['Hardcoded filter value.'],[],31,5491badf-5ec0-4b4f-a427-b12a3a3395dd,Programmatic / Tubi Performance FY25,0,,1,ncau-data-newsquery-prd.asl_finance_derived.details_dashboard,1,unified_publication_name = 'TUBI',0,1,1,Hardcoded filter value.,0,
gross_revenue_amount,Gross Revenue Amount,measure,sum,numeric,weekly,False,True,high,[],The total gross revenue amount recorded for a given period.,"SUM(IFNULL(gross_revenue_amount, 0))",['ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_weekly'],"['relative_fy_year_offset IN (-1, 0, 1)', ""revenue_transaction_status IN ('BILLED', 'BOOKED')"", ""style_name <> 'ROP COMPOSITE'"", ""source_publishing_division <> 'MEDIUM RARE CONTENT AGENCY'"", 'publication_name filter']",decimal,Core revenue metric for sales performance tracking.,revenue,daily,high,[],[],[],"['Potential nulls handled by IFNULL(..., 0)']",32,8956e94b-f6d1-46a3-9c7f-87a91fbe98b5,LODs,0,,1,ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_weekly,5,"relative_fy_year_offset IN (-1, 0, 1), revenue_transaction_status IN ('BILLED', 'BOOKED'), style_name <> 'ROP COMPOSITE', source_publishing_division <> 'MEDIUM RARE CONTENT AGENCY', publication_name filter",0,0,0,,1,"Potential nulls handled by IFNULL(..., 0)"
pipeline_amount,Pipeline Amount,measure,sum,numeric,weekly,False,True,high,[],"The total pipeline amount, representing potential future revenue.","SUM(IFNULL(pipeline, 0))",['ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_weekly'],"['relative_fy_year_offset IN (-1, 0, 1)', ""revenue_transaction_status IN ('BILLED', 'BOOKED')"", ""style_name <> 'ROP COMPOSITE'"", ""source_publishing_division <> 'MEDIUM RARE CONTENT AGENCY'"", 'publication_name filter']",decimal,Key metric for sales forecasting and pipeline management.,revenue,daily,medium,[],[],[],"['Potential nulls handled by IFNULL(..., 0)']",32,8956e94b-f6d1-46a3-9c7f-87a91fbe98b5,LODs,0,,1,ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_weekly,5,"relative_fy_year_offset IN (-1, 0, 1), revenue_transaction_status IN ('BILLED', 'BOOKED'), style_name <> 'ROP COMPOSITE', source_publishing_division <> 'MEDIUM RARE CONTENT AGENCY', publication_name filter",0,0,0,,1,"Potential nulls handled by IFNULL(..., 0)"
current_fy_gross_revenue,Current FY Gross Revenue,calculated_field,conditional,numeric,weekly,True,True,high,"['gross_revenue_amount', 'relative_fy_year_offset']",Gross revenue amount specifically for the current fiscal year (relative_fy_year_offset = 0).,SUM(CASE WHEN relative_fy_year_offset = 0 THEN gross_revenue_amount ELSE 0 END),['ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_weekly'],"['relative_fy_year_offset IN (-1, 0, 1)', ""revenue_transaction_status IN ('BILLED', 'BOOKED')"", ""style_name <> 'ROP COMPOSITE'"", ""source_publishing_division <> 'MEDIUM RARE CONTENT AGENCY'"", 'publication_name filter']",decimal,"Used for current period performance analysis, often compared to targets or previous periods.",revenue,daily,high,[],['0'],['relative_fy_year_offset should be handled by a date dimension table or parameter'],[],32,8956e94b-f6d1-46a3-9c7f-87a91fbe98b5,LODs,2,"gross_revenue_amount, relative_fy_year_offset",1,ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_weekly,5,"relative_fy_year_offset IN (-1, 0, 1), revenue_transaction_status IN ('BILLED', 'BOOKED'), style_name <> 'ROP COMPOSITE', source_publishing_division <> 'MEDIUM RARE CONTENT AGENCY', publication_name filter",0,1,1,relative_fy_year_offset should be handled by a date dimension table or parameter,0,
current_fy_pipeline,Current FY Pipeline,calculated_field,conditional,numeric,weekly,True,True,high,"['pipeline_amount', 'relative_fy_year_offset']",Pipeline amount specifically for the current fiscal year (relative_fy_year_offset = 0).,SUM(CASE WHEN relative_fy_year_offset = 0 THEN pipeline ELSE 0 END),['ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_weekly'],"['relative_fy_year_offset IN (-1, 0, 1)', ""revenue_transaction_status IN ('BILLED', 'BOOKED')"", ""style_name <> 'ROP COMPOSITE'"", ""source_publishing_division <> 'MEDIUM RARE CONTENT AGENCY'"", 'publication_name filter']",decimal,Used for current period sales forecasting and pipeline health.,revenue,daily,medium,[],['0'],['relative_fy_year_offset should be handled by a date dimension table or parameter'],[],32,8956e94b-f6d1-46a3-9c7f-87a91fbe98b5,LODs,2,"pipeline_amount, relative_fy_year_offset",1,ncau-data-newsquery-prd.asl_advertising.v_adsales_revenue_client_weekly,5,"relative_fy_year_offset IN (-1, 0, 1), revenue_transaction_status IN ('BILLED', 'BOOKED'), style_name <> 'ROP COMPOSITE', source_publishing_division <> 'MEDIUM RARE CONTENT AGENCY', publication_name filter",0,1,1,relative_fy_year_offset should be handled by a date dimension table or parameter,0,
