consolidated_metric_id,metric_name,business_description,consolidated_sql_core,source_tables,original_metric_ids,dashboard_id
cons_daily_target_website,Daily Target (Website),"Represents the aggregated daily target or goal assigned for content published on a specific website. This metric is used to track performance against digital content production or traffic goals, as defined for a website.",SUM(t0.day_target_website),"[{'gcp_project': 'your-gcp-project-id', 'dataset': 'your_dataset_name', 'table': 'your_source_table_name'}]",t0_qt_h343ogzz0c,6ee6cea9-d444-437d-96c9-cf93a94aad6b
cons_customer_interaction_count,Customer Interaction Count,"The total count of all customer interactions recorded within the system. This foundational metric provides the overall volume of customer engagement and serves as a base for further analysis, allowing for filtering by various dimensions (e.g., interaction type, outcome, origin, flow name, transaction description) to derive specific interaction counts relevant to different business analyses.",COUNT(1),"[{'gcp_project': '[UNKNOWN]', 'dataset': '[UNKNOWN]', 'table': 'customer_interactions'}]",t0_qt_q8qec7zcld;t0_qt_iu6rk0zcld;t0_qt_j4jg2wzcld;t0_qt_x3p73vzcld,c4796c36-94d3-4cbf-9762-4f2a492454bb
cons_advertiser_name,Advertiser Name,The unique identifier or name of the advertiser associated with the programmatic advertising campaign or impact data.,t0.advertiser_name,"[{'gcp_project': 'unknown_project', 'dataset': 'unknown_dataset', 'table': 'unknown_table_t0'}]",clmn0_,705edcb5-737a-4600-b1a7-11870177f97a
cons_calendar_month_float,Calendar Month (Float),"The calendar month, represented as a floating-point number, typically used for chronological ordering or numerical calculations within the reporting period.",SAFE_CAST(t0.calendar_month AS FLOAT64),"[{'gcp_project': 'unknown_project', 'dataset': 'unknown_dataset', 'table': 'unknown_table_t0'}]",t0_qt_reg1biatnd,705edcb5-737a-4600-b1a7-11870177f97a
cons_total_monitored_tables,Total Monitored Tables,"The total count of distinct data tables that are actively being monitored by the system for health, quality, or operational status, regardless of their current alert level.",COUNT(DISTINCT table_id),"[{'gcp_project': None, 'dataset': None, 'table': None}]",t0_D12103315281388596273,f9b52275-5924-4afb-8222-2c55854183ba
cons_healthy_minor_alert_tables,Count of Healthy/Minor Alert Monitored Tables,The count of distinct data tables under active monitoring that are currently classified as 'Healthy' or exhibiting 'Minor Alerts'. This metric indicates tables that are operating within acceptable parameters and do not require immediate critical attention.,"COUNT(DISTINCT table_id) WHERE health_status IN ('Healthy', 'Minor Alert')","[{'gcp_project': None, 'dataset': None, 'table': None}]",t0_D15074722370836048681,f9b52275-5924-4afb-8222-2c55854183ba
cons_total_circulation_volume,Total Circulation Volume,"The aggregated sum of a key financial volume metric, representing the total circulation or transaction volume over a defined period. This metric is crucial for understanding the scale of financial activity.",SUM(circulation_volume_amount),"[{'gcp_project': None, 'dataset': None, 'table': None}]",t0_qt_aypdskyqnd,f9b52275-5924-4afb-8222-2c55854183ba
cons_total_subscriber_count,Total Subscriber Count,"Represents the total number of subscribers recorded at a given point or period, irrespective of their activity level. The specific context (e.g., daily or weekly snapshot) would be determined by the underlying data grain or dashboard filters applied.",SUM(subscriber_count),"[{'gcp_project': 'UNKNOWN', 'dataset': 'UNKNOWN', 'table': 'UNKNOWN'}]",t0c1d0_D7687440987219196536;t0_D18148823726537076701,a982df7c-f75a-4f0e-bd2a-da716941d156
cons_daily_highly_engaged_subscribers,Daily Highly Engaged Subscriber Count (28 Days),"Counts subscribers who have demonstrated continuous daily activity for the entire 28-day period, indicating a high level of daily engagement.",SUM(CASE WHEN (subscriber_last_28_days_active_days = 28) THEN subscriber_count ELSE 0 END),"[{'gcp_project': 'UNKNOWN', 'dataset': 'UNKNOWN', 'table': 'UNKNOWN'}]",t0c1d0_D11338949468463305323,a982df7c-f75a-4f0e-bd2a-da716941d156
cons_weekly_highly_engaged_subscribers,Weekly Highly Engaged Subscriber Count (4 Weeks),"Counts subscribers who have demonstrated continuous weekly activity for all 4 weeks within a 28-day period, indicating a high level of weekly engagement.",SUM(CASE WHEN (subscriber_last_28_days_active_weeks_count = 4) THEN subscriber_count ELSE 0 END),"[{'gcp_project': 'UNKNOWN', 'dataset': 'UNKNOWN', 'table': 'UNKNOWN'}]",t0_D3247579285716851280,a982df7c-f75a-4f0e-bd2a-da716941d156
cons_distinct_subscriber_additions,Distinct Subscriber Additions,"Measures the number of unique new subscribers added to the platform, typically representing subscriber growth or acquisition.",COUNT(DISTINCT SAFE_CAST(subscriber_id_src AS STRING)),"[{'gcp_project': 'UNKNOWN', 'dataset': 'UNKNOWN', 'table': 'UNKNOWN'}]",t0c1d0_D197766569876520648,a982df7c-f75a-4f0e-bd2a-da716941d156
cons_periods_of_subscriber_movement,Count of Distinct ISO Weeks with Subscriber Movement,"Quantifies the number of distinct ISO weeks during which any subscriber movement (e.g., additions, churn, status changes) was recorded, indicating periods of activity or change in the subscriber base.",COUNT(DISTINCT EXTRACT(ISOWEEK FROM SAFE_CAST(subscriber_movement_date AS DATETIME))),"[{'gcp_project': 'UNKNOWN', 'dataset': 'UNKNOWN', 'table': 'UNKNOWN'}]",t0c1d0_D11443683962201501025,a982df7c-f75a-4f0e-bd2a-da716941d156
cons_content_reference_id,Content Reference ID,"A unique identifier assigned to a specific content reference within the system, used to track or link to related content assets or versions.",t0_contentreferences.id,"[{'gcp_project': 'your-gcp-project', 'dataset': 'verity_data', 'table': 'content_references'}]",clmn1_,ae3044ce-064d-4d74-90fc-2cf45afa04ee
cons_collection_ingestion_date,Collection Ingestion Date,"The date when a content collection was successfully ingested into the system, derived from the source ingestion timestamp and adjusted to a standard timezone (UTC+10) for consistent reporting.","SAFE_CAST(DATETIME_ADD(DATETIME_TRUNC(SAFE_CAST(t0.dw_src_ingest_time AS DATETIME), SECOND), INTERVAL 10 HOUR) AS DATE)","[{'gcp_project': 'your-gcp-project', 'dataset': 'verity_data', 'table': 'content_collections'}]",t0_qt_pq57p9l8hd;t0_qt_nr7ouhp8hd,ae3044ce-064d-4d74-90fc-2cf45afa04ee
cons_content_id,Content ID,A unique identifier for a specific piece of content within the system.,t0.content_id,"[{'gcp_project': 'your-gcp-project', 'dataset': 'verity_data', 'table': 'content_collections'}]",clmn0_,ae3044ce-064d-4d74-90fc-2cf45afa04ee
cons_total_subscriber_count,Total Subscriber Count,"The total number of unique subscribers, aggregated across various dimensions such as activity date, engagement brand, site section, hour, weekday, and tenure cohort group. This metric represents the overall subscriber base and is fundamental for understanding audience size and growth.",SUM(t0.subscriber_count),"[{'gcp_project': 'your_gcp_project', 'dataset': 'puzzles_engagement', 'table': 'subscriber_activity'}]",t0_qt_09hcndn1ad;t0_qt_93n9qdn1ad;t0_qt_cnts8dn1ad;t0_qt_ac5uvym1ad;t0_qt_f95ejdn1ad,c16a956e-a495-4678-bc4d-cb7009ab8899
cons_total_page_view_count,Total Page View Count,"The total number of page views recorded, aggregated across various dimensions such as hour and weekday. This metric indicates user engagement with content and is crucial for assessing content popularity and consumption patterns.",SUM(t0.page_view_count),"[{'gcp_project': 'your_gcp_project', 'dataset': 'puzzles_engagement', 'table': 'page_views'}]",t0_qt_ac5uvym1ad,c16a956e-a495-4678-bc4d-cb7009ab8899
cons_subscription_date,Subscription Date,"The date when a subscription was initiated, derived by truncating the subscription timestamp to the nearest second and then casting it to a date.","SAFE_CAST(DATETIME_TRUNC(SAFE_CAST(t0.SubscriptionDateTime AS DATETIME), SECOND) AS DATE)",[],t0_qt_0tugjgr7qd,c4355ac4-14e3-42a0-ae17-f706fa774b3b
cons_distinct_subscriptions,Distinct Subscriptions,The total count of unique subscription identifiers.,COUNT(DISTINCT t0.SubscriptionID),[],t0_qt_e960udr7qd,c4355ac4-14e3-42a0-ae17-f706fa774b3b
cons_website,Website,The specific website associated with the subscription or related activity.,t0.Website,[],clmn5_;clmn6_,c4355ac4-14e3-42a0-ae17-f706fa774b3b
cons_publication_grouping,Publication Grouping,"Categorizes publications into 'Sundry Pubs' or 'Non Sundry Pubs' based on a predefined, hardcoded list of unified publication names. This classification aids in analyzing advertising sales performance across different publication segments.","CASE WHEN (t0.unified_publication_name IN ('Admin.ADV', 'Admin.DTM', 'Admin.HWT', 'Admin.International', 'Admin.Sales', 'Admin.Sport', 'Admin.TCM', 'Bestrecipes.Admin', 'Bodyandsoul.Admin', 'CODE', 'CodeBet', 'Delicious.admin', 'Escape.Admin', 'GQ.Admin', 'Kidspot.Admin', 'National Sundry', 'National Tabloid PrePrint', 'News.Admin', 'odds.com.au', 'Punters.com.au', 'Qantas Travel Insider', 'RACENET', 'Shortlyster Managed Service', 'Sky News', 'SKYNEWS.ADMIN', 'Stellar.Admin', 'Stockhead', 'SUDDENLY.CW', 'SUDDENLY.NORTH', 'SUDDENLY.TGG', 'Taste.Admin', 'TAUS.ADMIN', 'The Sunday Times', 'TOOWOOMBACUSTOM', 'Vogue.Admin', 'Vogueliving.Admin')) THEN 'Sundry Pubs' ELSE 'Non Sundry Pubs' END","[{'gcp_project': 'adsales-analytics-prod', 'dataset': 'adsales_reporting', 'table': 'adsales_performance_fact'}]",t0_qt_pj7pdyu3rd,4bd7954c-5a94-4fb6-92e1-ed152b1cf7b3
cons_min_data_load_timestamp,Minimum Data Load Timestamp,"Indicates the earliest timestamp at which data was loaded for the current dataset, serving as a data freshness indicator for the dashboard. This helps users understand the recency of the underlying data.","MIN(DATETIME_TRUNC(t0.dw_asl_load_timestamp, SECOND))","[{'gcp_project': 'adsales-analytics-prod', 'dataset': 'adsales_reporting', 'table': 'adsales_performance_fact'}]",t0_qt_gunftikosd,4bd7954c-5a94-4fb6-92e1-ed152b1cf7b3
cons_total_monitored_tables,Total Monitored Tables,"The total count of all tables currently being monitored within the system for their health and status, irrespective of their current state.",COUNT(clmn0_),[],t0_D6229137045958695806,7d875070-2381-4306-abf2-c96c75d57d3c
cons_healthy_successful_tables,Number of Healthy/Successful Tables,"The count of tables that are currently in a healthy or successful operational state, indicating no issues detected. This includes tables explicitly marked 'Success' or those with an empty status string.","COUNT(CASE WHEN (clmn1_ IN ('Success', ' ')) THEN clmn0_ ELSE NULL END)",[],t0_D6668555502963856256,7d875070-2381-4306-abf2-c96c75d57d3c
cons_sum_day_target_website,Total Day Target for Website,"Represents the sum of the daily target values specifically attributed to website performance or goals, indicating the aggregate daily goal for website-related metrics.",SUM(t0.day_target_website),"[{'gcp_project': 'verity_project', 'dataset': 'verity_analytics', 'table': 'daily_performance_data'}]",t0_qt_y7qal64alc,f5e8e7c6-17e2-4ad7-bae5-79dfa8c47c3a
cons_sum_c_score_target,Total C-Score Target,"Represents the sum of the C-Score target values, indicating the overall target performance score. This metric consolidates instances where the C-Score target is calculated, regardless of specific filtering applied at the reporting layer, ensuring a single source of truth for this core target.",SUM(t0.c_score_target),"[{'gcp_project': 'verity_project', 'dataset': 'verity_analytics', 'table': 'daily_performance_data'}]",t0_qt_j2b9jbhclc;t0_qt_329dzg9ilc,f5e8e7c6-17e2-4ad7-bae5-79dfa8c47c3a
cons_sum_day_target_pub_group,Total Day Target by Publication Group,"Represents the sum of the daily target values specifically attributed to performance or goals categorized by publication group, providing an aggregate daily target for content published by different groups.",SUM(t0.day_target_by_publication_group),"[{'gcp_project': 'verity_project', 'dataset': 'verity_analytics', 'table': 'daily_performance_data'}]",t0_qt_ri7pj5hdlc,f5e8e7c6-17e2-4ad7-bae5-79dfa8c47c3a
cons_fiscal_week_of_year,Fiscal Week of Year,Represents the sequential week number within the defined fiscal year.,fy_week_of_year,"[{'gcp_project': 'your-gcp-project', 'dataset': 'your_dataset', 'table': 'calendar_dim'}]",clmn1_,a1c16d3b-d19a-4abd-b96c-7a87580815db
cons_fiscal_week_of_year_name,Fiscal Week of Year Name,Provides the descriptive name or label for the fiscal week of the year.,fy_week_of_year_name,"[{'gcp_project': 'your-gcp-project', 'dataset': 'your_dataset', 'table': 'calendar_dim'}]",clmn2_,a1c16d3b-d19a-4abd-b96c-7a87580815db
cons_fiscal_year,Fiscal Year,Indicates the specific fiscal year for a given period.,fy_year,"[{'gcp_project': 'your-gcp-project', 'dataset': 'your_dataset', 'table': 'calendar_dim'}]",clmn3_,a1c16d3b-d19a-4abd-b96c-7a87580815db
cons_iso_week_start_date,ISO Week Start Date,"Calculates the start date of the ISO week (Monday) for any given calendar date, typically derived from a calendar dimension table.","SAFE_CAST(DATETIME_TRUNC(SAFE_CAST(calendar_date AS DATETIME), ISOWEEK) AS DATE)","[{'gcp_project': 'your-gcp-project', 'dataset': 'your_dataset', 'table': 'calendar_dim'}]",t0c0d1_qt_c5eaduuhmd;t0c0d2_qt_7u8jrvuhmd,a1c16d3b-d19a-4abd-b96c-7a87580815db
cons_total_records_loaded,Total Records Loaded,"Represents the total number of records or rows processed during any data load operation, irrespective of the specific source system (e.g., OS, JDE). This metric is crucial for monitoring overall data volume, tracking ingestion rates, and ensuring complete data transfer from source to destination.",SUM(t0.record_count_column),"[{'gcp_project': 'your-gcp-project', 'dataset': 'your_dataset', 'table': 'data_load_log'}]",t0_qt_ewoeyhc0rd;t0_qt_lp1a2uszrd,2dfb1b58-42eb-44cb-b550-66469ae7df3c
cons_unique_scenario_count,Unique Scenario Count,"Measures the number of distinct scenarios or categories identified within a specific data load. This metric helps in understanding the diversity and breadth of data being processed, serving as a key indicator for data quality and completeness checks related to expected variations in data content.",COUNT(DISTINCT t0.scenario),"[{'gcp_project': 'your-gcp-project', 'dataset': 'your_dataset', 'table': 'data_load_log'}]",t0_qt_41l83hc0rd,2dfb1b58-42eb-44cb-b550-66469ae7df3c
cons_publication_name,Publication Name,The name of the publication or platform where the social media post originated.,t0.publication_name,[],clmn2_,d381c80a-e345-4120-8950-e85e976e50b6
cons_post_media_type_name,Post Media Type Name,"The classification of the media type associated with the social media post (e.g., image, video, text, link).",t0.post_media_type_name,[],clmn2_,d381c80a-e345-4120-8950-e85e976e50b6
